NAME,TID,TARGET_TYPE,PREF_NAME_target,TAX_ID,ORGANISM,CHEMBL_ID_target,SPECIAS_GROUP_FLAG,SPECIES_GROUP_FLAG,MEC_ID,RECORD_ID,MOLREGNO,MECHANISM_OF_ACTION,SITE_ID,ACTION_TYPE,DIRECT_INTERACTION,MOLECULAR_MECHANISM,DISEASE_EFFICACY,MECHANISM_COMMENT,SELECTIVITY_COMMENT,BINDING_SITE_COMMENT,VARIANT_ID,PREF_NAME_drug,CHEMBL_ID_drug,MAX_PHASE,THERAPEUTIC_FLAG,DOSED_INGREDIENT,STRUCTURE_TYPE,CHEBI_PAR_ID,MOLECULE_TYPE,FIRST_APPROVAL,ORAL,PARENTERAL,TOPICAL,BLACK_BOX_WARNING,NATURAL_PRODUCT,FIRST_IN_CLASS,CHIRALITY,PRODRUG,INORGANIC_FLAG,USAN_YEAR,AVAILABILITY_TYPE,USAN_STEM,POLYMER_FLAG,USAN_SUBSTEM,USAN_STEM_DEFINITION,INDICATION_CLASS,WITHDRAWN_FLAG,CHEMICAL_PROBE,ORPHAN,STANDARD_INCHI,STANDARD_INCHI_KEY,SMILES,QED,Lipinski Rules Followed,MolWt,logP,Hydrogen Bond Acceptors,Hydrogen Bond Donors,Stereo Centers,tPSA,Aqueous Solubility Score,Bioavailability,Caco-2 Permeability,HIA,Hydration Free Energy,PAMPA Permeability,P-glycoprotein Inhibition,BBB,PPBR,Volume of Distribution at Steady State,CYP1A2 Inhibition,CYP2C19 Inhibition,CYP2C9 Inhibition,CYP2D6 Inhibition,CYP3A4 Inhibition,Half Life,Hepatocyte Clearance,Microsome Clearance,Acute Toxicity,AMES,Carcinogens,Clinical Toxicity,DILI,hERG,Androgen Receptor Binding (Full Length),Androgen Receptor Binding (Ligand Binding Domain),Estrogen Receptor Binding (Full Length),Estrogen Receptor Binding (Ligand Binding Domain),Aryl Hydrocarbon Receptor Binding,Aromatase Binding,PPAR-Gamma Binding,ATAD5 Binding,Heat Shock Factor Binding,Mitochondrial Membrane Potential,TP53 Binding,Skin Reaction,PAINS
DRD2,72,SINGLE PROTEIN,Dopamine D2 receptor,9606,Homo sapiens,CHEMBL217,,0.0,207.0,1344016.0,13949.0,Dopamine D2 receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,ILOPERIDONE,CHEMBL14376,4.0,1.0,1.0,MOL,65173.0,Small molecule,2009.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1993.0,1.0,,0.0,,,Antipsychotic,0.0,0.0,0.0,"InChI=1S/C24H27FN2O4/c1-16(28)18-4-7-21(23(14-18)29-2)30-13-3-10-27-11-8-17(9-12-27)24-20-6-5-19(25)15-22(20)31-26-24/h4-7,14-15,17H,3,8-13H2,1-2H3",XMXHEBAFVSFQEX-UHFFFAOYSA-N,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,0.3798624175213931,4.0,426.4880000000001,4.826600000000004,6,0,0,64.80000000000001,-3.2385233387997125,0.8857075572013855,-4.633600347943096,0.9998648047447205,-8.361495090050617,0.976584255695343,0.9831439971923828,0.9893176794052124,93.22668868573749,6.800149082982033,0.18670694828033446,0.19319258630275726,0.1624319151043892,0.8515242338180542,0.5560328006744385,-2.8610312353564438,65.9497100227031,47.776822308909274,2.993270631901049,0.329195237159729,0.06872705221176148,0.6628968119621277,0.37899650931358336,0.9686708569526672,0.02417548540979624,0.01268827160820365,0.058351854979991916,0.00516239651478827,0.41233469247817994,0.060733063519001006,0.0029789525782689453,0.01988427434116602,0.020061908289790154,0.03652009759098292,0.023945760168135165,0.1435129776597023,False
HTR2A,107,SINGLE PROTEIN,Serotonin 2a (5-HT2a) receptor,9606,Homo sapiens,CHEMBL224,,0.0,605.0,1344016.0,13949.0,Serotonin 2a (5-HT2a) receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,ILOPERIDONE,CHEMBL14376,4.0,1.0,1.0,MOL,65173.0,Small molecule,2009.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1993.0,1.0,,0.0,,,Antipsychotic,0.0,0.0,0.0,"InChI=1S/C24H27FN2O4/c1-16(28)18-4-7-21(23(14-18)29-2)30-13-3-10-27-11-8-17(9-12-27)24-20-6-5-19(25)15-22(20)31-26-24/h4-7,14-15,17H,3,8-13H2,1-2H3",XMXHEBAFVSFQEX-UHFFFAOYSA-N,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,0.3798624175213931,4.0,426.4880000000001,4.826600000000004,6,0,0,64.80000000000001,-3.2385233387997125,0.8857075572013855,-4.633600347943096,0.9998648047447205,-8.361495090050617,0.976584255695343,0.9831439971923828,0.9893176794052124,93.22668868573749,6.800149082982033,0.18670694828033446,0.19319258630275726,0.1624319151043892,0.8515242338180542,0.5560328006744385,-2.8610312353564438,65.9497100227031,47.776822308909274,2.993270631901049,0.329195237159729,0.06872705221176148,0.6628968119621277,0.37899650931358336,0.9686708569526672,0.02417548540979624,0.01268827160820365,0.058351854979991916,0.00516239651478827,0.41233469247817994,0.060733063519001006,0.0029789525782689453,0.01988427434116602,0.020061908289790154,0.03652009759098292,0.023945760168135165,0.1435129776597023,False
DRD2,72,SINGLE PROTEIN,Dopamine D2 receptor,9606,Homo sapiens,CHEMBL217,,0.0,208.0,1344981.0,675003.0,Dopamine D2 receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,MESORIDAZINE BESYLATE,CHEMBL1201052,4.0,1.0,1.0,MOL,6781.0,Small molecule,1970.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,Antipsychotic,0.0,0.0,0.0,"InChI=1S/C21H26N2OS2.C6H6O3S/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(26(2)24)15-19(21)23;7-10(8,9)6-4-2-1-3-5-6/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3;1-5H,(H,7,8,9)",CRJHBCPQHRVYBS-UHFFFAOYSA-N,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1,0.3193433671913398,2.0,544.7640000000002,5.834400000000006,6,1,2,83.91,-2.065324910149458,0.6474788069725037,-5.637438713421049,0.9040721178054809,-8.79847226744639,0.7495253682136536,0.7731129765510559,0.9501543760299682,95.04198045085359,-4.028636804945201,0.11922704670578241,0.1319052457809448,0.03467932557687163,0.8695063114166259,0.0397989640943706,180.54699821695166,32.083197558354804,14.325063062561076,2.7969917971910303,0.0952643521130085,0.4426884323358536,0.46912296712398527,0.5725376009941101,0.9487015724182128,0.01538320742547512,0.006530788727104664,0.04685015380382538,0.0036001820117235184,0.03457416519522667,0.024067904427647592,0.002154320222325623,0.0009069652995094657,0.02098021823912859,0.11635390222072602,0.007890124805271626,0.47427425980567933,False
HTR2A,107,SINGLE PROTEIN,Serotonin 2a (5-HT2a) receptor,9606,Homo sapiens,CHEMBL224,,0.0,590.0,1344981.0,675003.0,Serotonin 2a (5-HT2a) receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,MESORIDAZINE BESYLATE,CHEMBL1201052,4.0,1.0,1.0,MOL,6781.0,Small molecule,1970.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,Antipsychotic,0.0,0.0,0.0,"InChI=1S/C21H26N2OS2.C6H6O3S/c1-22-13-6-5-7-16(22)12-14-23-18-8-3-4-9-20(18)25-21-11-10-17(26(2)24)15-19(21)23;7-10(8,9)6-4-2-1-3-5-6/h3-4,8-11,15-16H,5-7,12-14H2,1-2H3;1-5H,(H,7,8,9)",CRJHBCPQHRVYBS-UHFFFAOYSA-N,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1,0.3193433671913398,2.0,544.7640000000002,5.834400000000006,6,1,2,83.91,-2.065324910149458,0.6474788069725037,-5.637438713421049,0.9040721178054809,-8.79847226744639,0.7495253682136536,0.7731129765510559,0.9501543760299682,95.04198045085359,-4.028636804945201,0.11922704670578241,0.1319052457809448,0.03467932557687163,0.8695063114166259,0.0397989640943706,180.54699821695166,32.083197558354804,14.325063062561076,2.7969917971910303,0.0952643521130085,0.4426884323358536,0.46912296712398527,0.5725376009941101,0.9487015724182128,0.01538320742547512,0.006530788727104664,0.04685015380382538,0.0036001820117235184,0.03457416519522667,0.024067904427647592,0.002154320222325623,0.0009069652995094657,0.02098021823912859,0.11635390222072602,0.007890124805271626,0.47427425980567933,False
DRD2,72,SINGLE PROTEIN,Dopamine D2 receptor,9606,Homo sapiens,CHEMBL217,,0.0,209.0,1344810.0,674891.0,Dopamine D2 receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,METOCLOPRAMIDE HYDROCHLORIDE,CHEMBL1200940,4.0,1.0,1.0,MOL,6899.0,Small molecule,1979.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1964.0,1.0,,0.0,,,Anti-Emetic,0.0,0.0,0.0,"InChI=1S/C14H22ClN3O2.ClH.H2O/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3;;/h8-9H,4-7,16H2,1-3H3,(H,17,19);1H;1H2",KJBLQGHJOCAOJP-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC.Cl.O,0.7267152509117338,4.0,354.27800000000013,1.5995000000000004,4,2,0,99.09,-2.3835834086976537,0.9707036852836609,-5.114589447081309,0.9927599787712097,-12.360014998500095,0.715532261133194,0.029026595782488583,0.9527934789657593,40.70182851820336,1.53849700565964,0.3976237207651138,0.07362801879644394,0.008337732660584152,0.7150474309921264,0.049963599815964696,7.9669499798983665,53.19035592420654,13.598244955543688,2.3640026920420043,0.9394560098648072,0.7386269330978393,0.7333782076835632,0.3319650232791901,0.8593449711799621,0.005776154203340411,0.004210721398703754,0.055445119738578796,0.010084239905700088,0.11113068759441376,0.014127093739807606,0.0012464325234759599,0.02542852032929659,0.004084845283068716,0.005898298532702029,0.01582467891275883,0.7183724224567414,False
DRD2,72,SINGLE PROTEIN,Dopamine D2 receptor,9606,Homo sapiens,CHEMBL217,,0.0,210.0,1344796.0,674370.0,Dopamine D2 receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,MOLINDONE HYDROCHLORIDE,CHEMBL1200419,4.0,1.0,1.0,MOL,,Small molecule,1974.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1967.0,1.0,,0.0,,,Antipsychotic,0.0,0.0,0.0,"InChI=1S/C16H24N2O2.ClH/c1-3-13-11(2)17-14-5-4-12(16(19)15(13)14)10-18-6-8-20-9-7-18;/h12,17H,3-10H2,1-2H3;1H",GQWNECFJGBQMBO-UHFFFAOYSA-N,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,0.9318524593663999,4.0,312.84099999999995,2.3846200000000013,3,1,1,45.33,-1.2912506025484811,0.9357084274291992,-4.638176943694033,0.9999598264694214,-10.495285187197592,0.8477533340454102,0.5298581063747406,0.9808421015739441,58.13629260838604,10.849077189378944,0.35000498294830323,0.36485244929790495,0.038585055619478226,0.6809133052825928,0.5952764928340912,7.939707344820514,35.37718873784695,11.071582294355249,2.6233075804210126,0.5360133707523346,0.07177839204668998,0.4977313160896301,0.15807173252105713,0.7127720952033997,0.0066682224627584216,0.00973480634856969,0.06168651133775711,0.016445458680391312,0.24696048796176912,0.022065523266792297,0.002183581946883351,0.030391728132963182,0.02846044898033142,0.017067360877990722,0.03752210214734077,0.5135595023632049,False
HTR2A,107,SINGLE PROTEIN,Serotonin 2a (5-HT2a) receptor,9606,Homo sapiens,CHEMBL224,,0.0,592.0,1344796.0,674370.0,Serotonin 2a (5-HT2a) receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,MOLINDONE HYDROCHLORIDE,CHEMBL1200419,4.0,1.0,1.0,MOL,,Small molecule,1974.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1967.0,1.0,,0.0,,,Antipsychotic,0.0,0.0,0.0,"InChI=1S/C16H24N2O2.ClH/c1-3-13-11(2)17-14-5-4-12(16(19)15(13)14)10-18-6-8-20-9-7-18;/h12,17H,3-10H2,1-2H3;1H",GQWNECFJGBQMBO-UHFFFAOYSA-N,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl,0.9318524593663999,4.0,312.84099999999995,2.3846200000000013,3,1,1,45.33,-1.2912506025484811,0.9357084274291992,-4.638176943694033,0.9999598264694214,-10.495285187197592,0.8477533340454102,0.5298581063747406,0.9808421015739441,58.13629260838604,10.849077189378944,0.35000498294830323,0.36485244929790495,0.038585055619478226,0.6809133052825928,0.5952764928340912,7.939707344820514,35.37718873784695,11.071582294355249,2.6233075804210126,0.5360133707523346,0.07177839204668998,0.4977313160896301,0.15807173252105713,0.7127720952033997,0.0066682224627584216,0.00973480634856969,0.06168651133775711,0.016445458680391312,0.24696048796176912,0.022065523266792297,0.002183581946883351,0.030391728132963182,0.02846044898033142,0.017067360877990722,0.03752210214734077,0.5135595023632049,False
DRD2,72,SINGLE PROTEIN,Dopamine D2 receptor,9606,Homo sapiens,CHEMBL217,,0.0,211.0,1344495.0,468656.0,Dopamine D2 receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,PALIPERIDONE,CHEMBL1621,4.0,1.0,1.0,MOL,83804.0,Small molecule,2006.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2004.0,1.0,,0.0,,,,0.0,0.0,0.0,"InChI=1S/C23H27FN4O3/c1-14-17(23(30)28-9-2-3-19(29)22(28)25-14)8-12-27-10-6-15(7-11-27)21-18-5-4-16(24)13-20(18)31-26-21/h4-5,13,15,19,29H,2-3,6-12H2,1H3",PMXMIIMHBWHSKN-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0.6902887957170618,4.0,426.49200000000025,3.081320000000002,7,1,1,84.39,-2.0002748602636027,0.7753960013389587,-5.140145310725219,0.9993828535079956,-12.26546513708048,0.9514075756072998,0.8563679456710815,0.9728775262832642,73.26038664909228,-0.8093953547441686,0.01829788666218519,0.029674988240003586,0.023943878151476382,0.5208663880825043,0.09328086860477924,33.534781614247336,10.568448166812349,14.691423157221198,3.5487763577438587,0.3173765629529953,0.08708291500806808,0.7547449946403504,0.3237048745155334,0.9501174211502075,0.11946796923875809,0.015371564775705338,0.09939932003617287,0.00421910067088902,0.020732342824339868,0.024730140529572963,0.00045212259283289313,0.0019554946571588515,0.0024523776257410644,0.005256479803938419,0.0023788269551005214,0.19081899672746658,False
HTR2A,107,SINGLE PROTEIN,Serotonin 2a (5-HT2a) receptor,9606,Homo sapiens,CHEMBL224,,0.0,596.0,1344495.0,468656.0,Serotonin 2a (5-HT2a) receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,PALIPERIDONE,CHEMBL1621,4.0,1.0,1.0,MOL,83804.0,Small molecule,2006.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2004.0,1.0,,0.0,,,,0.0,0.0,0.0,"InChI=1S/C23H27FN4O3/c1-14-17(23(30)28-9-2-3-19(29)22(28)25-14)8-12-27-10-6-15(7-11-27)21-18-5-4-16(24)13-20(18)31-26-21/h4-5,13,15,19,29H,2-3,6-12H2,1H3",PMXMIIMHBWHSKN-UHFFFAOYSA-N,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0.6902887957170618,4.0,426.49200000000025,3.081320000000002,7,1,1,84.39,-2.0002748602636027,0.7753960013389587,-5.140145310725219,0.9993828535079956,-12.26546513708048,0.9514075756072998,0.8563679456710815,0.9728775262832642,73.26038664909228,-0.8093953547441686,0.01829788666218519,0.029674988240003586,0.023943878151476382,0.5208663880825043,0.09328086860477924,33.534781614247336,10.568448166812349,14.691423157221198,3.5487763577438587,0.3173765629529953,0.08708291500806808,0.7547449946403504,0.3237048745155334,0.9501174211502075,0.11946796923875809,0.015371564775705338,0.09939932003617287,0.00421910067088902,0.020732342824339868,0.024730140529572963,0.00045212259283289313,0.0019554946571588515,0.0024523776257410644,0.005256479803938419,0.0023788269551005214,0.19081899672746658,False
DRD2,72,SINGLE PROTEIN,Dopamine D2 receptor,9606,Homo sapiens,CHEMBL217,,0.0,212.0,1343298.0,209829.0,Dopamine D2 receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,THIOTHIXENE,CHEMBL1201,4.0,1.0,1.0,MOL,,Small molecule,1967.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1965.0,1.0,,0.0,,,Antipsychotic,0.0,0.0,0.0,"InChI=1S/C23H29N3O2S2/c1-24(2)30(27,28)18-10-11-23-21(17-18)19(20-7-4-5-9-22(20)29-23)8-6-12-26-15-13-25(3)14-16-26/h4-5,7-11,17H,6,12-16H2,1-3H3/b19-8-",GFBKORZTTCHDGY-UWVJOHFNSA-N,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.6041780809786208,4.0,443.63800000000026,3.4707000000000026,5,0,0,43.86000000000001,-4.533528113166588,0.648978841304779,-4.817505565872179,0.9941536545753479,-7.56120304900293,0.9716879487037658,0.5658714175224304,0.9781601548194885,89.05113817503299,-4.608461391671739,0.23126772046089172,0.22489446252584458,0.05547831114381552,0.7257833838462829,0.6464329957962036,-35.7968742131779,70.20617225648328,52.39589357160204,2.993727954484125,0.23125328719615937,0.2026272714138031,0.6152078151702881,0.7212063193321228,0.9519035696983338,0.02562105152755976,0.009992106352001429,0.020343568921089173,0.00939572611823678,0.037286254577338696,0.03316068463027477,0.004435516521334648,0.0008418897894443944,0.015863996045663954,0.03287940714508295,0.007417820720002055,0.6411027789115906,False
HTR2A,107,SINGLE PROTEIN,Serotonin 2a (5-HT2a) receptor,9606,Homo sapiens,CHEMBL224,,0.0,608.0,1343298.0,209829.0,Serotonin 2a (5-HT2a) receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,THIOTHIXENE,CHEMBL1201,4.0,1.0,1.0,MOL,,Small molecule,1967.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1965.0,1.0,,0.0,,,Antipsychotic,0.0,0.0,0.0,"InChI=1S/C23H29N3O2S2/c1-24(2)30(27,28)18-10-11-23-21(17-18)19(20-7-4-5-9-22(20)29-23)8-6-12-26-15-13-25(3)14-16-26/h4-5,7-11,17H,6,12-16H2,1-3H3/b19-8-",GFBKORZTTCHDGY-UWVJOHFNSA-N,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.6041780809786208,4.0,443.63800000000026,3.4707000000000026,5,0,0,43.86000000000001,-4.533528113166588,0.648978841304779,-4.817505565872179,0.9941536545753479,-7.56120304900293,0.9716879487037658,0.5658714175224304,0.9781601548194885,89.05113817503299,-4.608461391671739,0.23126772046089172,0.22489446252584458,0.05547831114381552,0.7257833838462829,0.6464329957962036,-35.7968742131779,70.20617225648328,52.39589357160204,2.993727954484125,0.23125328719615937,0.2026272714138031,0.6152078151702881,0.7212063193321228,0.9519035696983338,0.02562105152755976,0.009992106352001429,0.020343568921089173,0.00939572611823678,0.037286254577338696,0.03316068463027477,0.004435516521334648,0.0008418897894443944,0.015863996045663954,0.03287940714508295,0.007417820720002055,0.6411027789115906,False
DRD2,72,SINGLE PROTEIN,Dopamine D2 receptor,9606,Homo sapiens,CHEMBL217,,0.0,213.0,1344890.0,2197695.0,Dopamine D2 receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,THIOTHIXENE HYDROCHLORIDE,CHEMBL3989824,4.0,1.0,1.0,MOL,,Small molecule,1970.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1969.0,0.0,,0.0,,,,0.0,0.0,0.0,"InChI=1S/C23H29N3O2S2.2ClH.2H2O/c1-24(2)30(27,28)18-10-11-23-21(17-18)19(20-7-4-5-9-22(20)29-23)8-6-12-26-15-13-25(3)14-16-26;;;;/h4-5,7-11,17H,6,12-16H2,1-3H3;2*1H;2*1H2/b19-8-;;;;",MEUAAEMCZUPORO-LRSHZYOCSA-N,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.Cl.Cl.O.O,0.4839634305664952,3.0,552.5900000000003,2.6649000000000043,5,0,0,106.86000000000001,-2.5141557131334973,0.6132451891899109,-5.185945799463255,0.9429393410682678,-8.655736652111612,0.8452057838439941,0.3870192885398865,0.8570350766181946,90.49466365110246,-2.4441237010785914,0.12965127825737,0.19082145094871522,0.03672935450449586,0.7725565671920777,0.2763304442167282,-9.441858230212706,33.64613986833589,32.38433738164304,2.835471045857922,0.3925226032733917,0.3560378193855286,0.6295919001102448,0.6423288881778717,0.923963189125061,0.017887423932552337,0.0066107410006225106,0.026533673889935015,0.011427762731909753,0.021682039741426705,0.016768436320126055,0.004167576003237627,0.0022647579316981137,0.01127226511016488,0.023731796257197856,0.007894463185220957,0.5570706486701965,False
HTR2A,107,SINGLE PROTEIN,Serotonin 2a (5-HT2a) receptor,9606,Homo sapiens,CHEMBL224,,0.0,609.0,1344890.0,2197695.0,Serotonin 2a (5-HT2a) receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,THIOTHIXENE HYDROCHLORIDE,CHEMBL3989824,4.0,1.0,1.0,MOL,,Small molecule,1970.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1969.0,0.0,,0.0,,,,0.0,0.0,0.0,"InChI=1S/C23H29N3O2S2.2ClH.2H2O/c1-24(2)30(27,28)18-10-11-23-21(17-18)19(20-7-4-5-9-22(20)29-23)8-6-12-26-15-13-25(3)14-16-26;;;;/h4-5,7-11,17H,6,12-16H2,1-3H3;2*1H;2*1H2/b19-8-;;;;",MEUAAEMCZUPORO-LRSHZYOCSA-N,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.Cl.Cl.O.O,0.4839634305664952,3.0,552.5900000000003,2.6649000000000043,5,0,0,106.86000000000001,-2.5141557131334973,0.6132451891899109,-5.185945799463255,0.9429393410682678,-8.655736652111612,0.8452057838439941,0.3870192885398865,0.8570350766181946,90.49466365110246,-2.4441237010785914,0.12965127825737,0.19082145094871522,0.03672935450449586,0.7725565671920777,0.2763304442167282,-9.441858230212706,33.64613986833589,32.38433738164304,2.835471045857922,0.3925226032733917,0.3560378193855286,0.6295919001102448,0.6423288881778717,0.923963189125061,0.017887423932552337,0.0066107410006225106,0.026533673889935015,0.011427762731909753,0.021682039741426705,0.016768436320126055,0.004167576003237627,0.0022647579316981137,0.01127226511016488,0.023731796257197856,0.007894463185220957,0.5570706486701965,False
DRD2,72,SINGLE PROTEIN,Dopamine D2 receptor,9606,Homo sapiens,CHEMBL217,,0.0,214.0,1344199.0,16584.0,Dopamine D2 receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,TRIFLUPROMAZINE,CHEMBL570,4.0,1.0,1.0,MOL,9711.0,Small molecule,1957.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,,0.0,,0.0,,,Antipsychotic,0.0,0.0,0.0,"InChI=1S/C18H19F3N2S/c1-22(2)10-5-11-23-14-6-3-4-7-16(14)24-17-9-8-13(12-15(17)23)18(19,20)21/h3-4,6-9,12H,5,10-11H2,1-2H3",XSCGXQMFQXDFCW-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,0.7410247450790446,3.0,352.42500000000007,5.259800000000004,3,0,0,6.48,-5.013276663150205,0.8963029980659485,-4.483121195247351,0.9994115948677063,-4.587006479127973,0.9660997271537781,0.8753851294517517,0.9978034615516662,97.42450413988455,-9.574964970924537,0.6779766798019409,0.325369256734848,0.02836360950022936,0.6667143940925598,0.22765295058488846,3.327621896828988,60.09453956026508,29.697793906245984,3.20622536110388,0.09591463208198547,0.5027094066143036,0.42494033873081205,0.3380244761705399,0.987263810634613,0.025454527139663695,0.016465453151613473,0.035578617826104164,0.011301303561776877,0.05219774898141623,0.056597675383090976,0.0066194924060255286,0.0014003748423419894,0.011646068887785077,0.30716722905635835,0.06180941462516785,0.5256670355796814,False
DRD2,72,SINGLE PROTEIN,Dopamine D2 receptor,9606,Homo sapiens,CHEMBL217,,0.0,215.0,1343777.0,674899.0,Dopamine D2 receptor antagonist,,ANTAGONIST,1.0,1.0,1.0,,,,,TRIMIPRAMINE MALEATE,CHEMBL1200948,4.0,1.0,1.0,MOL,35030.0,Small molecule,1979.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1966.0,1.0,-pramine,0.0,-pramine,antidepressants (imipramine type),Antidepressant,0.0,0.0,0.0,"InChI=1S/C20H26N2.C4H4O4/c1-16(14-21(2)3)15-22-19-10-6-4-8-17(19)12-13-18-9-5-7-11-20(18)22;5-3(6)1-2-4(7)8/h4-11,16H,12-15H2,1-3H3;1-2H,(H,5,6)(H,7,8)/b;2-1-",YDGHCKHAXOUQOS-BTJKTKAUSA-N,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O,0.7046653536376639,4.0,410.5140000000001,3.8328000000000024,4,2,1,81.08,-2.9388003653125367,0.7092012763023376,-5.298307411284351,0.697256076335907,-7.366252127025803,0.4625700950622559,0.43009731769561765,0.9500072598457336,83.52644748104058,-3.145536894860168,0.05906730890274048,0.1369289442896843,0.04258885830640793,0.8082733154296875,0.01934386882930994,5.138865855140834,33.85619260341789,4.722199148560774,2.9759037188191084,0.11365099474787713,0.23520667254924774,0.4650790750980377,0.3551902502775192,0.8136472582817078,0.016979585774242877,0.005475365743041039,0.07844319753348827,0.030166613310575484,0.039230515249073505,0.025019333884119987,0.04090144708752632,0.010098627582192422,0.06813456043601036,0.05681743510067463,0.030786020308732988,0.5303964376449585,False
