NAME,TID,TARGET_TYPE,PREF_NAME_target,TAX_ID,ORGANISM,CHEMBL_ID_target,SPECIAS_GROUP_FLAG,SPECIES_GROUP_FLAG,MEC_ID,RECORD_ID,MOLREGNO,MECHANISM_OF_ACTION,SITE_ID,ACTION_TYPE,DIRECT_INTERACTION,MOLECULAR_MECHANISM,DISEASE_EFFICACY,MECHANISM_COMMENT,SELECTIVITY_COMMENT,BINDING_SITE_COMMENT,VARIANT_ID,PREF_NAME_drug,CHEMBL_ID_drug,MAX_PHASE,THERAPEUTIC_FLAG,DOSED_INGREDIENT,STRUCTURE_TYPE,CHEBI_PAR_ID,MOLECULE_TYPE,FIRST_APPROVAL,ORAL,PARENTERAL,TOPICAL,BLACK_BOX_WARNING,NATURAL_PRODUCT,FIRST_IN_CLASS,CHIRALITY,PRODRUG,INORGANIC_FLAG,USAN_YEAR,AVAILABILITY_TYPE,USAN_STEM,POLYMER_FLAG,USAN_SUBSTEM,USAN_STEM_DEFINITION,INDICATION_CLASS,WITHDRAWN_FLAG,CHEMICAL_PROBE,ORPHAN,STANDARD_INCHI,STANDARD_INCHI_KEY,SMILES,QED,Lipinski Rules Followed,MolWt,logP,Hydrogen Bond Acceptors,Hydrogen Bond Donors,Stereo Centers,tPSA,Aqueous Solubility Score,Bioavailability,Caco-2 Permeability,HIA,Hydration Free Energy,PAMPA Permeability,P-glycoprotein Inhibition,BBB,PPBR,Volume of Distribution at Steady State,CYP1A2 Inhibition,CYP2C19 Inhibition,CYP2C9 Inhibition,CYP2D6 Inhibition,CYP3A4 Inhibition,Half Life,Hepatocyte Clearance,Microsome Clearance,Acute Toxicity,AMES,Carcinogens,Clinical Toxicity,DILI,hERG,Androgen Receptor Binding (Full Length),Androgen Receptor Binding (Ligand Binding Domain),Estrogen Receptor Binding (Full Length),Estrogen Receptor Binding (Ligand Binding Domain),Aryl Hydrocarbon Receptor Binding,Aromatase Binding,PPAR-Gamma Binding,ATAD5 Binding,Heat Shock Factor Binding,Mitochondrial Membrane Potential,TP53 Binding,Skin Reaction,PAINS,Vina Score,SAScore
AR_NR3C4,249,SINGLE PROTEIN,Endothelin receptor ET-A,9606,Homo sapiens,CHEMBL252,,0,5396,1706096,2197705,Endothelin receptor ET-A antagonist,,ANTAGONIST,1,1,1,Ph 3 trial Discontinueddue to adverse effects.,,,,AVOSENTAN,CHEMBL3989834,3,0,0,MOL,,Small molecule,,0,0,0,0,0,0,2,0,0,,,#NAME?,0,#NAME?,endothelin receptor antagonists,,0,0,0,"InChI=1S/C23H21N5O5S/c1-15-8-9-19(25-14-15)34(29,30)28-22-20(33-18-7-5-4-6-17(18)31-2)23(32-3)27-21(26-22)16-10-12-24-13-11-16/h4-14H,1-3H3,(H,26,27,28)",YBWLTKFZAOSWSM-UHFFFAOYSA-N,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccncc2)nc1OC,0.400898438,4,479.518,3.85232,9,1,0,125.42,-4.82532569,0.923828542,-5.081649469,0.999874723,-8.957711183,0.975848067,0.678066611,0.559883726,98.6151641,-2.813414943,0.572247237,0.893286848,0.953109717,0.150631087,0.992145836,12.04247946,53.73010249,52.97295265,1.969383656,0.046663866,0.224543607,0.187256014,0.989084756,0.901531088,0.014668942,0.004243103,0.017718996,0.003460816,0.208469063,0.092466398,0.05934113,0.007076604,0.021219113,0.330989146,0.022881514,0.108306412,FALSE,-5.983,2.613044217
AR_NR3C4,249,SINGLE PROTEIN,Endothelin receptor ET-A,9606,Homo sapiens,CHEMBL252,,0,5399,1706026,182389,Endothelin receptor ET-A antagonist,,ANTAGONIST,1,1,1,Phase 3 study terminated due to lack of efficacy,,,,CLAZOSENTAN,CHEMBL109648,3,0,0,MOL,,Small molecule,,0,0,0,0,0,0,2,0,0,2019,,#NAME?,0,#NAME?,endothelin receptor antagonists,,0,0,0,"InChI=1S/C25H23N9O6S/c1-15-7-8-20(27-14-15)41(36,37)32-24-21(40-19-6-4-3-5-18(19)38-2)25(39-12-11-35)29-22(28-24)16-9-10-26-17(13-16)23-30-33-34-31-23/h3-10,13-14,35H,11-12H2,1-2H3,(H,28,29,32)(H,30,31,33,34)",LFWCJABOXHSRGC-UHFFFAOYSA-N,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C)cn2)nc(-c2ccnc(-c3nnn[nH]3)c2)nc1OCCO,0.206768071,2,577.583,2.39492,13,3,0,200.11,-3.823229633,0.846542597,-5.847401908,0.999399269,-12.11463417,0.813626623,0.71436857,0.224146593,97.11520069,0.054848466,0.27657399,0.77855711,0.907742846,0.081599896,0.937310338,-2.072342986,23.84438845,39.72894526,1.908439309,0.041383604,0.32792494,0.204304996,0.988987994,0.86457442,0.007721701,0.003173206,0.013100891,0.001701869,0.071674759,0.024499014,0.07042562,0.00490251,0.009831453,0.268527198,0.039445312,0.077772896,FALSE,-6.383,3.157210868
AR_NR3C4,249,SINGLE PROTEIN,Endothelin receptor ET-A,9606,Homo sapiens,CHEMBL252,,0,5403,1700631,30255,Endothelin receptor ET-A antagonist,,ANTAGONIST,1,1,1,Discontinued failed to meet primary endpoints in phase 3 study,,,,DARUSENTAN,CHEMBL23261,3,0,0,MOL,,Small molecule,,0,0,0,0,0,0,1,0,0,,,#NAME?,0,#NAME?,endothelin receptor antagonists,,0,0,0,"InChI=1S/C22H22N2O6/c1-27-17-14-18(28-2)24-21(23-17)30-19(20(25)26)22(29-3,15-10-6-4-7-11-15)16-12-8-5-9-13-16/h4-14,19H,1-3H3,(H,25,26)/t19-/m1/s1",FEJVSJIALLTFRP-LJQANCHMSA-N,COc1cc(OC)nc(O[C@H](C(=O)O)C(OC)(c2ccccc2)c2ccccc2)n1,0.574797275,4,410.426,2.916,7,1,1,100,-3.704355175,0.94751606,-5.141812265,0.980078793,-8.522362794,0.615948212,0.091605191,0.626466137,95.27661849,5.307466975,0.012217701,0.171678841,0.319154114,0.006889667,0.110032877,-41.19661825,28.33081418,22.9116426,2.427571283,0.017885891,0.137285763,0.056397175,0.955112994,0.086072971,0.010830516,0.001756899,0.028631506,0.007838042,0.093026291,0.043218878,0.051783645,0.003268273,0.003978128,0.010807284,0.006786309,0.071748932,FALSE,-4.97,3.046374208
AR_NR3C4,121113,SINGLE PROTEIN,Androgen receptor,9615,Canis lupus familiaris,CHEMBL5303557,,0,9712,3956718,2832710,Androgen receptor antagonist,,ANTAGONIST,1,1,1,Approved veterinary,,,,OSATERONE ACETATE,CHEMBL5315059,-1,0,0,MOL,,Small molecule,2007,0,0,0,0,0,0,-1,0,0,,,#NAME?,0,#NAME?,antiandrogens,,0,0,0,"InChI=1S/C22H27ClO5/c1-12(24)22(28-13(2)25)8-6-16-14-9-18(23)17-10-19(26)27-11-20(17,3)15(14)5-7-21(16,22)4/h9-10,14-16H,5-8,11H2,1-4H3/t14-,15+,16+,20-,21+,22+/m1/s1",KKTIOMQDFOYCEN-OFUYBIASSA-N,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)OC[C@]4(C)[C@H]3CC[C@@]21C,0.649284041,4,406.906,3.9456,5,0,6,69.67,-5.031313228,0.787326741,-4.533910398,0.99986999,-4.48865243,0.965491223,0.585191083,0.893137181,89.1229791,0.729047155,0.011720816,0.228754309,0.181495218,0.046116733,0.57230497,7.279378483,87.30500045,31.86666874,2.948353787,0.194313529,0.0787724,0.06974522,0.396111408,0.155449305,0.767510247,0.696764672,0.414291936,0.162275583,0.005363765,0.471511698,0.050982481,0.044339801,0.094002833,0.565056151,0.277940212,0.568198898,FALSE,-5.389,4.639448758
BCHE,104805,SELECTIVITY GROUP,Cholinesterases; ACHE & BCHE,9606,Homo sapiens,CHEMBL2095233,,0,1285,1343424,355897,Cholinesterases; ACHE & BCHE inhibitor,,INHIBITOR,1,1,1,,,,,RIVASTIGMINE TARTRATE,CHEMBL215645,4,1,1,MOL,,Small molecule,1998,1,0,0,0,0,0,1,0,0,,1,#NAME?,0,#NAME?,cholinesterase inhibitors (physostigmine type),,0,0,0,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;/m0./s1",GWHQHAUAXRMMOT-MERQFXBCSA-N,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1.O=C(O)C(O)C(O)C(=O)O,0.517171474,4,400.428,0.6371,7,4,3,147.84,-0.148890412,0.47508896,-6.022309879,0.182789987,-15.23089886,0.150467087,0.061431845,0.557357508,50.25125042,1.694674228,0.024309573,0.01737655,0.00675397,0.23426038,0.00257259,-30.25308551,-37.27526625,-5.381840227,2.548938927,0.043307578,0.092013288,0.294186825,0.208314715,0.172187817,0.091642115,0.015060914,0.135103923,0.028938122,0.008747669,0.004873743,0.0023015,0.001159333,0.004176007,0.001955123,0.002487839,0.127790782,FALSE,-6.536,3.471023302
BCHE,104805,SELECTIVITY GROUP,Cholinesterases; ACHE & BCHE,9606,Homo sapiens,CHEMBL2095233,,0,1286,1343992,27251,Cholinesterases; ACHE & BCHE inhibitor,,INHIBITOR,1,1,1,,,,,RIVASTIGMINE,CHEMBL636,4,1,1,MOL,8874,Small molecule,1998,1,0,1,0,1,0,1,0,0,1997,1,#NAME?,0,#NAME?,cholinesterase inhibitors (physostigmine type),,0,0,0,"InChI=1S/C14H22N2O2/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4/h7-11H,6H2,1-5H3/t11-/m0/s1",XSVMFMHYUFZWBK-NSHDSACASA-N,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,0.823422476,4,250.342,2.7597,3,0,1,32.78,-1.12156383,0.756793272,-3.979479199,0.985059309,-9.456999426,0.985735822,0.016410642,0.981037796,51.85987301,-1.401192112,0.082899872,0.029821924,0.00251217,0.17788666,0.005592912,-5.931365243,41.85688684,24.63921299,3.635253744,0.071027097,0.138765362,0.231696355,0.054677613,0.597817922,0.035031203,0.001942904,0.118642993,0.010231125,0.005887933,0.005967564,0.000153925,0.000584494,0.000859669,0.001914256,0.000476494,0.439273429,FALSE,-6.537,2.671573305
BCHE,104805,SELECTIVITY GROUP,Cholinesterases; ACHE & BCHE,9606,Homo sapiens,CHEMBL2095233,,0,1287,1344499,508604,Cholinesterases; ACHE & BCHE inhibitor,,INHIBITOR,1,1,1,,,,,TACRINE HYDROCHLORIDE,CHEMBL1677,4,1,1,MOL,,Small molecule,1993,1,0,0,0,0,0,2,0,0,1988,0,#NAME?,0,#NAME?,acridine derivatives,Cognition Adjuvant; Dementia Symptoms Treatment Adjunct,0,0,0,"InChI=1S/C13H14N2.ClH/c14-13-9-5-1-3-7-11(9)15-12-8-4-2-6-10(12)13;/h1,3,5,7H,2,4,6,8H2,(H2,14,15);1H",ZUFVXZVXEJHHBN-UHFFFAOYSA-N,Cl.Nc1c2c(nc3ccccc13)CCCC2,0.760853221,4,234.73,3.1176,2,1,0,38.91,-1.930652697,0.944243276,-4.859081154,0.99999032,-10.06960333,0.926202583,0.200098749,0.990184772,73.92996907,3.45791225,0.947864044,0.415816623,0.050777746,0.548952806,0.116644309,24.5603424,43.98744865,13.89947605,2.703564467,0.897240794,0.234420328,0.11729413,0.549143845,0.499324554,0.020168432,0.018664647,0.245254081,0.047672027,0.805286396,0.140201393,0.017065499,0.058202461,0.086973923,0.247349967,0.13660022,0.562941539,FALSE,-0.986,2.141274629
BCHE,10532,SINGLE PROTEIN,Butyrylcholinesterase,9606,Homo sapiens,CHEMBL1914,,0,6291,1701840,1377615,Butyrylcholinesterase inhibitor,,INHIBITOR,1,1,1,"Propanidid is a competitive inhibitor of serum cholinesterase, and neuromuscular plaque and brain acetylcholinesterase.  It is an intravenous anesthetic that has been used for rapid induction of anesthesia and for maintenance of anesthesia of short duration.",,,,PROPANIDID,CHEMBL2105345,4,0,1,MOL,,Small molecule,,0,0,0,0,0,0,2,0,0,1963,-2,,0,,,Anesthetic (intravenous),1,0,0,"InChI=1S/C18H27NO5/c1-5-10-23-18(21)12-14-8-9-15(16(11-14)22-4)24-13-17(20)19(6-2)7-3/h8-9,11H,5-7,10,12-13H2,1-4H3",KEJXLQUPYHWCNM-UHFFFAOYSA-N,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,0.613650624,4,337.416,2.4381,5,0,0,65.07,-2.282511271,0.847849369,-4.10698763,0.999054253,-8.465835672,0.992678201,0.152892829,0.934450305,57.06308539,-3.963348839,0.409830207,0.654745257,0.176756221,0.016352327,0.458392161,-30.0303033,127.8529136,90.53831457,2.322452489,0.170378111,0.110368065,0.02510726,0.453457409,0.336503842,0.014202537,0.003413207,0.056344268,0.008975996,0.037350453,0.010399168,0.004648114,0.006448357,0.005291258,0.00253354,0.002505685,0.391672057,FALSE,-7.14,2.048493643
CDK5,109746,PROTEIN FAMILY,Cyclin-dependent kinase,9606,Homo sapiens,CHEMBL3559691,,0,4138,2473486,452952,Cyclin-dependent kinase inhibitor,,INHIBITOR,1,1,1,"Potent oral inhibitor of cyclin-dependent kinases 1, 2, and 9  (CDK1 CDK2 and CDK9)",,,,AZD-5438,CHEMBL488436,1,0,0,MOL,,Small molecule,,0,0,0,0,0,0,2,0,0,,,,0,,,,0,0,0,"InChI=1S/C18H21N5O2S/c1-12(2)23-13(3)20-11-17(23)16-9-10-19-18(22-16)21-14-5-7-15(8-6-14)26(4,24)25/h5-12H,1-4H3,(H,19,21,22)",WJRRGYBTGDJBFX-UHFFFAOYSA-N,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,0.739403115,4,371.466,3.37652,7,1,0,89.77,-3.825935302,0.936194921,-4.992731887,0.996156287,-9.801614422,0.92620188,0.299998611,0.799329352,88.8164678,0.286240884,0.371624604,0.163351451,0.039602109,0.250582734,0.673816812,35.79006465,19.39576456,30.07667958,2.167486108,0.216680922,0.423508471,0.285082337,0.904248071,0.614420414,0.039671566,0.01918857,0.06312475,0.017045264,0.140766168,0.107026815,0.003731122,0.019303478,0.019608671,0.089125173,0.03295065,0.099638595,FALSE,-5.91,2.461841028
CDK5,109746,PROTEIN FAMILY,Cyclin-dependent kinase,9606,Homo sapiens,CHEMBL3559691,,0,4319,2473435,692957,Cyclin-dependent kinase inhibitor,,INHIBITOR,1,1,1,,,,,PHA-793887,CHEMBL1230607,1,0,0,MOL,,Small molecule,,0,0,0,0,0,0,2,0,0,,,,0,,,,0,0,0,"InChI=1S/C19H31N5O2/c1-12(2)10-15(25)20-17-14-11-24(19(3,4)16(14)21-22-17)18(26)13-6-8-23(5)9-7-13/h12-13H,6-11H2,1-5H3,(H2,20,21,22,25)",HUXYBQXJVXOMKX-UHFFFAOYSA-N,CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,0.862239337,4,361.49,2.3134,4,2,0,81.33,-2.601225777,0.529110634,-4.955549471,0.984660017,-11.26560093,0.655454743,0.04711209,0.943809092,45.96301986,2.026724174,0.000383537,0.016601782,0.008257344,0.028352354,0.011614769,-7.918046031,-6.670783911,0.675188736,3.105204037,0.023605454,0.060211545,0.193323411,0.103712745,0.519671053,0.020971085,0.00435346,0.051136423,0.004175232,0.011349881,0.004289703,0.000169726,0.000966033,0.002552551,0.00295845,0.004845833,0.220787799,FALSE,-5.797,2.841179435
CDK5,109746,PROTEIN FAMILY,Cyclin-dependent kinase,9606,Homo sapiens,CHEMBL3559691,,0,4632,2473459,511261,Cyclin-dependent kinase inhibitor,,INHIBITOR,1,1,1,,,,,AT-7519,CHEMBL445813,2,0,0,MOL,,Small molecule,,0,0,0,0,0,0,2,0,0,,,,0,,,,0,0,0,"InChI=1S/C16H17Cl2N5O2/c17-10-2-1-3-11(18)13(10)15(24)22-12-8-20-23-14(12)16(25)21-9-4-6-19-7-5-9/h1-3,8-9,19H,4-7H2,(H,20,23)(H,21,25)(H,22,24)",OVPNQJVDAFNBDN-UHFFFAOYSA-N,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(Cl)cccc1Cl,0.652926389,4,382.251,2.4506,4,4,0,98.91,-3.817094587,0.844066942,-5.608866551,0.992537463,-14.48861572,0.476957601,0.103222683,0.819468236,75.34445842,12.85775838,0.100063702,0.268724175,0.156246039,0.064173448,0.078664675,53.85274138,7.005184444,-42.42520216,1.716703246,0.371076092,0.352790993,0.459891802,0.810011446,0.482592112,0.012112716,0.015336657,0.118842214,0.014511233,0.168820061,0.071279582,0.005786791,0.076116003,0.033065598,0.147694722,0.119019864,0.59186945,FALSE,-6.017,2.729601615
CDK5,109746,PROTEIN FAMILY,Cyclin-dependent kinase,9606,Homo sapiens,CHEMBL3559691,,0,4654,2472730,2349629,Cyclin-dependent kinase inhibitor,,INHIBITOR,1,1,1,,,,,RONICICLIB,CHEMBL4442620,2,0,0,MOL,,Small molecule,,0,0,0,0,0,0,1,0,0,,,#NAME?,0,#NAME?,cyclin dependent kinase inhibitors (formerly-cidib),,0,0,0,"InChI=1S/C18H21F3N4O3S/c1-10(26)11(2)28-16-15(18(19,20)21)9-23-17(25-16)24-12-3-5-13(6-4-12)29(22,27)14-7-8-14/h3-6,9-11,14,22,26H,7-8H2,1-2H3,(H,23,24,25)/t10-,11-,29?/m1/s1",UELYDGOOJPRWGF-MFOHZAOFSA-N,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=N)(=O)C3CC3)cc2)ncc1C(F)(F)F,0.613786094,4,430.452,3.95517,7,3,3,108.19,-4.021949558,0.916566503,-4.96985757,0.99820776,-10.06459478,0.799654841,0.144163375,0.690772891,89.45326382,2.910392175,0.219734538,0.145887903,0.127984411,0.112185437,0.227560811,42.87719319,5.541280769,21.20568244,2.892578859,0.174606846,0.425423008,0.391353393,0.885125911,0.584748292,0.070882671,0.051074923,0.095062177,0.01323202,0.097753279,0.203243828,0.026853849,0.056244441,0.027598719,0.641592473,0.286409658,0.044939149,FALSE,-5.72,3.951205383
CDK5,12947,SINGLE PROTEIN,Cyclin-dependent kinase 5,9606,Homo sapiens,CHEMBL4036,,0,4356,2472994,1926932,Cyclin-dependent kinase 5 inhibitor,,INHIBITOR,1,1,1,,,,,RGB-286638,CHEMBL3545083,1,0,0,MOL,,Small molecule,,0,0,0,0,0,0,2,0,0,,,,0,,,,0,0,0,"InChI=1S/C29H35N7O4/c1-39-16-13-34-9-11-35(12-10-34)19-20-5-7-21(8-6-20)26-25-27(32-31-26)22-3-2-4-23(24(22)28(25)37)30-29(38)33-36-14-17-40-18-15-36/h2-8H,9-19H2,1H3,(H,31,32)(H2,30,33,38)",XLSYZSRXVVCHLS-UHFFFAOYSA-N,COCCN1CCN(Cc2ccc(-c3n[nH]c4c3C(=O)c3c(NC(=O)NN5CCOCC5)cccc3-4)cc2)CC1,0.30939227,3,545.644,2.4208,8,3,0,115.06,-3.977226653,0.735641456,-4.966899877,0.966241097,-12.74461543,0.538735938,0.552555487,0.714109844,78.87388529,4.44269852,0.171580302,0.368613803,0.462349093,0.101961008,0.725706887,83.62565386,-10.01684235,24.42964167,2.311651457,0.591774035,0.413981116,0.893314004,0.940761876,0.958165443,0.018195354,0.019325701,0.034210956,0.019293116,0.544627208,0.063461619,0.011746207,0.092503595,0.024775896,0.487832761,0.473483801,0.381273001,FALSE,-6.2,2.855967506
CDK5,12947,SINGLE PROTEIN,Cyclin-dependent kinase 5,9606,Homo sapiens,CHEMBL4036,,0,4703,1706014,14221,Cyclin-dependent kinase 5 inhibitor,,INHIBITOR,1,1,1,,,,,SELICICLIB,CHEMBL14762,2,0,0,MOL,45307,Small molecule,,0,0,0,0,1,0,1,0,0,,,#NAME?,0,#NAME?,cyclin dependent kinase inhibitors (formerly-cidib),,0,0,0,"InChI=1S/C19H26N6O/c1-4-15(11-26)22-19-23-17(20-10-14-8-6-5-7-9-14)16-18(24-19)25(12-21-16)13(2)3/h5-9,12-13,15,26H,4,10-11H2,1-3H3,(H2,20,22,23,24)/t15-/m1/s1",BTIHMVBBUGXLCJ-OAHLLOKOSA-N,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,0.575671963,4,354.458,3.2021,7,3,1,87.89,-4.091832189,0.741944265,-5.32171343,0.999728787,-10.7781784,0.920905459,0.614499736,0.749326634,92.91378192,22.13202706,0.768160081,0.583729517,0.56270237,0.656952506,0.739302194,66.0049527,49.0000243,75.79997923,1.988839152,0.288134155,0.187507774,0.207041837,0.7652228,0.898327947,0.024534379,0.024149572,0.087160721,0.015648019,0.797233403,0.488503408,0.014521452,0.105154086,0.107607505,0.696528721,0.190870756,0.371887118,FALSE,-6.033,2.915576843
CDK5,12947,SINGLE PROTEIN,Cyclin-dependent kinase 5,9606,Homo sapiens,CHEMBL4036,,0,5305,1699827,1376110,Cyclin-dependent kinase 5 inhibitor,,INHIBITOR,1,1,1,,,,,DINACICLIB,CHEMBL2103840,3,0,0,MOL,,Small molecule,,0,0,0,0,0,0,1,0,0,2009,,#NAME?,0,#NAME?,cyclin dependent kinase inhibitors (formerly-cidib),,0,0,0,"InChI=1S/C21H28N6O2/c1-2-17-14-23-27-19(22-13-16-6-5-9-25(29)15-16)12-20(24-21(17)27)26-10-4-3-7-18(26)8-11-28/h5-6,9,12,14-15,18,22,28H,2-4,7-8,10-11,13H2,1H3/t18-/m0/s1",PIMQWRZWLQKKBJ-SFHVURJKSA-N,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(N3CCCC[C@H]3CCO)nc12,0.470169753,4,396.495,2.2785,7,2,1,92.63,-2.341477794,0.571993989,-5.664015292,0.9832142,-10.93455771,0.727700973,0.352530992,0.558461791,86.64817511,14.91651218,0.016729333,0.035708247,0.030253211,0.1934187,0.050413444,29.4036018,64.47955585,75.74036207,2.626680489,0.129924734,0.111951566,0.189625062,0.521239734,0.721989405,0.072717469,0.051851714,0.173837167,0.009968417,0.080578091,0.071306139,0.002845722,0.00827387,0.015800084,0.103968791,0.053135351,0.187260237,FALSE,-4.999,3.514762498
CHK2,10531,SINGLE PROTEIN,Serine/threonine-protein kinase Chk2,9606,Homo sapiens,CHEMBL2527,,0,5855,2472675,1926760,Serine/threonine-protein kinase Chk2 inhibitor,,INHIBITOR,1,1,1,Selective ATP competitor inhibitor of Chk1 and Chk2 proteins,,,,PREXASERTIB,CHEMBL3544911,2,0,0,MOL,,Small molecule,,0,0,0,0,0,0,2,0,0,2015,,#NAME?,0,#NAME?,serine/threonine kinase inhibitors,,0,0,0,"InChI=1S/C18H19N7O2/c1-26-14-4-2-5-15(27-7-3-6-19)18(14)13-8-16(25-24-13)23-17-11-21-12(9-20)10-22-17/h2,4-5,8,10-11H,3,6-7,19H2,1H3,(H2,22,23,24,25)",DOTGPNHGTYJDEP-UHFFFAOYSA-N,COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,0.517179459,4,365.397,2.21818,8,3,0,134.76,-3.566988008,0.905338609,-5.622889192,0.999375951,-12.36175005,0.827171242,0.523562843,0.518878162,83.59250737,2.290700802,0.820256507,0.446379915,0.358740139,0.249575153,0.89999572,-5.035006788,34.81357077,6.103290233,2.404877226,0.668392992,0.198668401,0.478503811,0.869591403,0.947885573,0.029698081,0.014761605,0.049699465,0.054631218,0.882461894,0.37101773,0.034023898,0.469251293,0.062821847,0.436330393,0.481188381,0.267025155,FALSE,-6.571,2.83530466
CYP3A4,106175,PROTEIN FAMILY,Cytochrome P450 3A,9606,Homo sapiens,CHEMBL2364675,,0,1394,1679373,1369604,Cytochrome P450 3A inhibitor,,INHIBITOR,1,1,1,,,,,COBICISTAT,CHEMBL2095208,4,1,1,MOL,72291,Small molecule,2012,1,0,0,0,0,0,1,0,0,2009,1,#NAME?,0,#NAME?,enzyme inhibitors,,0,0,0,"InChI=1S/C40H53N7O5S2/c1-29(2)38-43-34(27-53-38)25-46(3)39(49)45-36(16-17-47-18-20-51-21-19-47)37(48)42-32(22-30-10-6-4-7-11-30)14-15-33(23-31-12-8-5-9-13-31)44-40(50)52-26-35-24-41-28-54-35/h4-13,24,27-29,32-33,36H,14-23,25-26H2,1-3H3,(H,42,48)(H,44,50)(H,45,49)/t32-,33-,36+/m1/s1",ZCIGNRJZKPOIKD-CQXVEOKZSA-N,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,0.105572017,2,776.042,6.0007,10,3,3,138.02,-4.997543254,0.679778469,-5.17347437,0.997342861,-11.36849827,0.729655176,0.872300684,0.413242093,97.35288594,-0.34333778,0.106965444,0.955066466,0.920314872,0.527529627,0.993274879,60.67724438,67.95637519,91.42137643,3.039728057,0.355568838,0.125696389,0.573291188,0.877066851,0.864499056,0.004671091,0.002479248,0.061552958,0.018885859,0.157408906,0.053106477,0.05046718,0.023038601,0.090928176,0.457561988,0.163222829,0.233748618,FALSE,-7.064,4.209249658
CYP3A4,106175,PROTEIN FAMILY,Cytochrome P450 3A,9606,Homo sapiens,CHEMBL2364675,,0,8613,1344978,88100,Cytochrome P450 3A inhibitor,,INHIBITOR,1,1,1,This drug is a viral protease inhibitor but in new co-formulations is used to inhibit cytochrome P450s and boost concentration of co-administered antivirals.,,,,RITONAVIR,CHEMBL163,4,1,1,MOL,45409,Small molecule,1996,1,0,0,1,1,0,1,0,0,1995,1,#NAME?,0,-vir (-navir),antivirals: HIV protease inhibitors (saquinavir type),Antiviral,0,0,0,"InChI=1S/C37H48N6O5S2/c1-24(2)33(42-36(46)43(5)20-29-22-49-35(40-29)25(3)4)34(45)39-28(16-26-12-8-6-9-13-26)18-32(44)31(17-27-14-10-7-11-15-27)41-37(47)48-21-30-19-38-23-50-30/h6-15,19,22-25,28,31-33,44H,16-18,20-21H2,1-5H3,(H,39,45)(H,41,47)(H,42,46)/t28-,31-,32-,33-/m0/s1",NCDNCNXCDXHOMX-XGKFQTDJSA-N,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0.106240466,2,720.962,5.9052,9,4,4,145.78,-5.502664445,0.650142789,-5.213374455,0.999231279,-11.24201617,0.704435289,0.91450479,0.210911205,104.6784486,-3.641340363,0.253010279,0.965163636,0.972580373,0.446681285,0.996016514,69.04919174,63.33160769,112.3947155,2.801280312,0.149416496,0.130900154,0.133913673,0.878440857,0.876216137,0.006491876,0.002778749,0.046837994,0.008023646,0.225530556,0.092511234,0.060802295,0.012484434,0.080042045,0.676922774,0.07775583,0.101427843,FALSE,-7.457,4.190241339
